grade_id,student_id,course_id,group_id,assessment_title,assessment_id,type,score,max_score,date
GR02776,S0253,C002,G03,Quiz 4,C002-QZ,quiz,74.2,100,2026-02-06
GR02777,S0253,C002,G03,Assignment 1,C002-AS,assignment,64.9,100,2026-02-20
GR02778,S0253,C002,G03,Assignment 2,C002-AS,assignment,67.4,100,2026-03-06
GR02779,S0253,C002,G03,Assignment 3,C002-AS,assignment,49.7,100,2026-03-20
GR02780,S0253,C002,G03,Practical 1,C002-PR,practical,60.0,100,2026-04-03
GR02781,S0253,C002,G03,Practical 2,C002-PR,practical,70.7,100,2026-04-17
GR02782,S0253,C002,G03,Midterm Exam,C002-EX,exam,67.9,100,2026-05-01
GR02783,S0253,C002,G03,Final Exam,C002-EXF,exam,72.4,100,2026-05-15
GR02784,S0254,C002,G03,Quiz 1,C002-QZ,quiz,70.5,100,2025-12-28
GR02785,S0254,C002,G03,Quiz 2,C002-QZ,quiz,78.3,100,2026-01-11
GR02786,S0254,C002,G03,Quiz 3,C002-QZ,quiz,77.3,100,2026-01-25
GR02787,S0254,C002,G03,Quiz 4,C002-QZ,quiz,80.2,100,2026-02-08
GR02788,S0254,C002,G03,Assignment 1,C002-AS,assignment,76.8,100,2026-02-22
GR02789,S0254,C002,G03,Assignment 2,C002-AS,assignment,69.0,100,2026-03-08
GR02790,S0254,C002,G03,Assignment 3,C002-AS,assignment,66.3,100,2026-03-21
GR02791,S0254,C002,G03,Practical 1,C002-PR,practical,73.5,100,2026-04-04
GR02792,S0254,C002,G03,Practical 2,C002-PR,practical,72.5,100,2026-04-18
GR02793,S0254,C002,G03,Midterm Exam,C002-EX,exam,75.3,100,2026-05-02
GR02794,S0254,C002,G03,Final Exam,C002-EXF,exam,62.6,100,2026-05-16
GR02795,S0255,C006,G08,Quiz 1,C006-QZ,quiz,82.7,100,2025-12-27
GR02796,S0255,C006,G08,Quiz 2,C006-QZ,quiz,100.0,100,2026-01-10
GR02797,S0255,C006,G08,Quiz 3,C006-QZ,quiz,80.3,100,2026-01-24
GR02798,S0255,C006,G08,Quiz 4,C006-QZ,quiz,100.0,100,2026-02-07
GR02799,S0255,C006,G08,Assignment 1,C006-AS,assignment,100.0,100,2026-02-21
GR02800,S0255,C006,G08,Assignment 2,C006-AS,assignment,65.2,100,2026-03-07
GR02801,S0255,C006,G08,Assignment 3,C006-AS,assignment,62.7,100,2026-03-21
GR02802,S0255,C006,G08,Practical 1,C006-PR,practical,86.1,100,2026-04-04
GR02803,S0255,C006,G08,Practical 2,C006-PR,practical,96.5,100,2026-04-18
GR02804,S0255,C006,G08,Midterm Exam,C006-EX,exam,79.3,100,2026-05-02
GR02805,S0255,C006,G08,Final Exam,C006-EXF,exam,87.7,100,2026-05-16
GR02806,S0256,C006,G08,Quiz 1,C006-QZ,quiz,69.9,100,2026-01-01
GR02807,S0256,C006,G08,Quiz 2,C006-QZ,quiz,64.2,100,2026-01-15
GR02808,S0256,C006,G08,Quiz 3,C006-QZ,quiz,54.0,100,2026-01-28
GR02809,S0256,C006,G08,Quiz 4,C006-QZ,quiz,42.1,100,2026-02-11
GR02810,S0256,C006,G08,Assignment 1,C006-AS,assignment,64.3,100,2026-02-24
GR02811,S0256,C006,G08,Assignment 2,C006-AS,assignment,52.2,100,2026-03-10
GR02812,S0256,C006,G08,Assignment 3,C006-AS,assignment,55.7,100,2026-03-23
GR02813,S0256,C006,G08,Practical 1,C006-PR,practical,53.7,100,2026-04-06
GR02814,S0256,C006,G08,Practical 2,C006-PR,practical,68.0,100,2026-04-19
GR02815,S0256,C006,G08,Midterm Exam,C006-EX,exam,61.1,100,2026-05-03
GR02816,S0256,C006,G08,Final Exam,C006-EXF,exam,71.0,100,2026-05-16
GR02817,S0257,C003,G05,Quiz 1,C003-QZ,quiz,80.7,100,2025-12-29
GR02818,S0257,C003,G05,Quiz 2,C003-QZ,quiz,87.8,100,2026-01-12
GR02819,S0257,C003,G05,Quiz 3,C003-QZ,quiz,80.9,100,2026-01-26
GR02820,S0257,C003,G05,Quiz 4,C003-QZ,quiz,78.6,100,2026-02-09
GR02821,S0257,C003,G05,Assignment 1,C003-AS,assignment,72.2,100,2026-02-22
GR02822,S0257,C003,G05,Assignment 2,C003-AS,assignment,71.2,100,2026-03-08
GR02823,S0257,C003,G05,Assignment 3,C003-AS,assignment,80.2,100,2026-03-22
GR02824,S0257,C003,G05,Practical 1,C003-PR,practical,71.2,100,2026-04-05
GR02825,S0257,C003,G05,Practical 2,C003-PR,practical,77.5,100,2026-04-18
GR02826,S0257,C003,G05,Midterm Exam,C003-EX,exam,80.4,100,2026-05-02
GR02827,S0257,C003,G05,Final Exam,C003-EXF,exam,88.9,100,2026-05-16
GR02828,S0258,C002,G04,Quiz 1,C002-QZ,quiz,53.5,100,2025-12-30
GR02829,S0258,C002,G04,Quiz 2,C002-QZ,quiz,54.5,100,2026-01-13
GR02830,S0258,C002,G04,Quiz 3,C002-QZ,quiz,48.4,100,2026-01-27
GR02831,S0258,C002,G04,Quiz 4,C002-QZ,quiz,61.7,100,2026-02-09
GR02832,S0258,C002,G04,Assignment 1,C002-AS,assignment,63.2,100,2026-02-23
GR02833,S0258,C002,G04,Assignment 2,C002-AS,assignment,41.8,100,2026-03-09
GR02834,S0258,C002,G04,Assignment 3,C002-AS,assignment,52.5,100,2026-03-22
GR02835,S0258,C002,G04,Practical 1,C002-PR,practical,58.7,100,2026-04-05
GR02836,S0258,C002,G04,Practical 2,C002-PR,practical,59.5,100,2026-04-19
GR02837,S0258,C002,G04,Midterm Exam,C002-EX,exam,61.7,100,2026-05-02
GR02838,S0258,C002,G04,Final Exam,C002-EXF,exam,51.8,100,2026-05-16
GR02839,S0259,C006,G08,Quiz 1,C006-QZ,quiz,65.6,100,2025-12-31
GR02840,S0259,C006,G08,Quiz 2,C006-QZ,quiz,84.0,100,2026-01-14
GR02841,S0259,C006,G08,Quiz 3,C006-QZ,quiz,63.2,100,2026-01-27
GR02842,S0259,C006,G08,Quiz 4,C006-QZ,quiz,72.6,100,2026-02-10
GR02843,S0259,C006,G08,Assignment 1,C006-AS,assignment,54.3,100,2026-02-23
GR02844,S0259,C006,G08,Assignment 2,C006-AS,assignment,55.9,100,2026-03-09
GR02845,S0259,C006,G08,Assignment 3,C006-AS,assignment,75.1,100,2026-03-23
GR02846,S0259,C006,G08,Practical 1,C006-PR,practical,61.2,100,2026-04-05
GR02847,S0259,C006,G08,Practical 2,C006-PR,practical,73.6,100,2026-04-19
GR02848,S0259,C006,G08,Midterm Exam,C006-EX,exam,66.9,100,2026-05-02
GR02849,S0259,C006,G08,Final Exam,C006-EXF,exam,69.1,100,2026-05-16
GR02850,S0260,C001,G02,Quiz 1,C001-QZ,quiz,53.8,100,2025-12-29
GR02851,S0260,C001,G02,Quiz 2,C001-QZ,quiz,63.4,100,2026-01-12
GR02852,S0260,C001,G02,Quiz 3,C001-QZ,quiz,63.6,100,2026-01-26
GR02853,S0260,C001,G02,Quiz 4,C001-QZ,quiz,65.5,100,2026-02-09
GR02854,S0260,C001,G02,Assignment 1,C001-AS,assignment,60.7,100,2026-02-22
GR02855,S0260,C001,G02,Assignment 2,C001-AS,assignment,44.8,100,2026-03-08
GR02856,S0260,C001,G02,Assignment 3,C001-AS,assignment,58.7,100,2026-03-22
GR02857,S0260,C001,G02,Practical 1,C001-PR,practical,55.4,100,2026-04-05
GR02858,S0260,C001,G02,Practical 2,C001-PR,practical,77.7,100,2026-04-18
GR02859,S0260,C001,G02,Midterm Exam,C001-EX,exam,72.3,100,2026-05-02
GR02860,S0260,C001,G02,Final Exam,C001-EXF,exam,83.1,100,2026-05-16
GR02861,S0261,C001,G02,Quiz 1,C001-QZ,quiz,79.1,100,2026-01-01
GR02862,S0261,C001,G02,Quiz 2,C001-QZ,quiz,63.5,100,2026-01-15
GR02863,S0261,C001,G02,Quiz 3,C001-QZ,quiz,72.4,100,2026-01-28
GR02864,S0261,C001,G02,Quiz 4,C001-QZ,quiz,86.4,100,2026-02-11
GR02865,S0261,C001,G02,Assignment 1,C001-AS,assignment,86.8,100,2026-02-24
GR02866,S0261,C001,G02,Assignment 2,C001-AS,assignment,61.6,100,2026-03-10
GR02867,S0261,C001,G02,Assignment 3,C001-AS,assignment,62.3,100,2026-03-23
GR02868,S0261,C001,G02,Practical 1,C001-PR,practical,77.2,100,2026-04-06
GR02869,S0261,C001,G02,Practical 2,C001-PR,practical,77.1,100,2026-04-19
GR02870,S0261,C001,G02,Midterm Exam,C001-EX,exam,68.9,100,2026-05-03
GR02871,S0261,C001,G02,Final Exam,C001-EXF,exam,55.0,100,2026-05-16
GR02872,S0262,C001,G01,Quiz 1,C001-QZ,quiz,58.1,100,2025-12-23
GR02873,S0262,C001,G01,Quiz 2,C001-QZ,quiz,75.5,100,2026-01-06
GR02874,S0262,C001,G01,Quiz 3,C001-QZ,quiz,73.3,100,2026-01-21
GR02875,S0262,C001,G01,Quiz 4,C001-QZ,quiz,77.0,100,2026-02-04
GR02876,S0262,C001,G01,Assignment 1,C001-AS,assignment,63.2,100,2026-02-18
GR02877,S0262,C001,G01,Assignment 2,C001-AS,assignment,58.9,100,2026-03-05
GR02878,S0262,C001,G01,Assignment 3,C001-AS,assignment,77.9,100,2026-03-19
GR02879,S0262,C001,G01,Practical 1,C001-PR,practical,66.0,100,2026-04-02
GR02880,S0262,C001,G01,Practical 2,C001-PR,practical,57.5,100,2026-04-17
GR02881,S0262,C001,G01,Midterm Exam,C001-EX,exam,70.9,100,2026-05-01
GR02882,S0262,C001,G01,Final Exam,C001-EXF,exam,80.9,100,2026-05-15
GR02883,S0263,C005,G07,Quiz 1,C005-QZ,quiz,54.5,100,2026-01-02
GR02884,S0263,C005,G07,Quiz 2,C005-QZ,quiz,66.0,100,2026-01-15
GR02885,S0263,C005,G07,Quiz 3,C005-QZ,quiz,58.7,100,2026-01-29
GR02886,S0263,C005,G07,Quiz 4,C005-QZ,quiz,63.5,100,2026-02-11
GR02887,S0263,C005,G07,Assignment 1,C005-AS,assignment,45.6,100,2026-02-25
GR02888,S0263,C005,G07,Assignment 2,C005-AS,assignment,64.8,100,2026-03-10
GR02889,S0263,C005,G07,Assignment 3,C005-AS,assignment,49.6,100,2026-03-23
GR02890,S0263,C005,G07,Practical 1,C005-PR,practical,41.1,100,2026-04-06
GR02891,S0263,C005,G07,Practical 2,C005-PR,practical,56.8,100,2026-04-19
GR02892,S0263,C005,G07,Midterm Exam,C005-EX,exam,51.5,100,2026-05-03
GR02893,S0263,C005,G07,Final Exam,C005-EXF,exam,56.7,100,2026-05-16
GR02894,S0264,C001,G02,Quiz 1,C001-QZ,quiz,91.1,100,2025-12-30
GR02895,S0264,C001,G02,Quiz 2,C001-QZ,quiz,91.3,100,2026-01-13
GR02896,S0264,C001,G02,Quiz 3,C001-QZ,quiz,83.5,100,2026-01-27
GR02897,S0264,C001,G02,Quiz 4,C001-QZ,quiz,71.4,100,2026-02-09
GR02898,S0264,C001,G02,Assignment 1,C001-AS,assignment,81.3,100,2026-02-23
GR02899,S0264,C001,G02,Assignment 2,C001-AS,assignment,66.2,100,2026-03-09
GR02900,S0264,C001,G02,Assignment 3,C001-AS,assignment,79.7,100,2026-03-22
GR02901,S0264,C001,G02,Practical 1,C001-PR,practical,92.2,100,2026-04-05
GR02902,S0264,C001,G02,Practical 2,C001-PR,practical,81.8,100,2026-04-19
GR02903,S0264,C001,G02,Midterm Exam,C001-EX,exam,88.4,100,2026-05-02
GR02904,S0264,C001,G02,Final Exam,C001-EXF,exam,76.6,100,2026-05-16
GR02905,S0265,C001,G01,Quiz 1,C001-QZ,quiz,83.9,100,2025-12-20
GR02906,S0265,C001,G01,Quiz 2,C001-QZ,quiz,69.2,100,2026-01-04
GR02907,S0265,C001,G01,Quiz 3,C001-QZ,quiz,79.6,100,2026-01-18
GR02908,S0265,C001,G01,Quiz 4,C001-QZ,quiz,90.7,100,2026-02-02
GR02909,S0265,C001,G01,Assignment 1,C001-AS,assignment,77.5,100,2026-02-16
GR02910,S0265,C001,G01,Assignment 2,C001-AS,assignment,64.7,100,2026-03-03
GR02911,S0265,C001,G01,Assignment 3,C001-AS,assignment,69.9,100,2026-03-18
GR02912,S0265,C001,G01,Practical 1,C001-PR,practical,82.7,100,2026-04-01
GR02913,S0265,C001,G01,Practical 2,C001-PR,practical,83.1,100,2026-04-16
GR02914,S0265,C001,G01,Midterm Exam,C001-EX,exam,60.8,100,2026-04-30
GR02915,S0265,C001,G01,Final Exam,C001-EXF,exam,71.9,100,2026-05-15
GR02916,S0266,C006,G08,Quiz 1,C006-QZ,quiz,56.6,100,2025-12-27
GR02917,S0266,C006,G08,Quiz 2,C006-QZ,quiz,70.7,100,2026-01-10
GR02918,S0266,C006,G08,Quiz 3,C006-QZ,quiz,97.5,100,2026-01-24
GR02919,S0266,C006,G08,Quiz 4,C006-QZ,quiz,72.8,100,2026-02-07
GR02920,S0266,C006,G08,Assignment 1,C006-AS,assignment,75.1,100,2026-02-21
GR02921,S0266,C006,G08,Assignment 2,C006-AS,assignment,67.6,100,2026-03-07
GR02922,S0266,C006,G08,Assignment 3,C006-AS,assignment,67.4,100,2026-03-21
GR02923,S0266,C006,G08,Practical 1,C006-PR,practical,91.1,100,2026-04-04
GR02924,S0266,C006,G08,Practical 2,C006-PR,practical,70.5,100,2026-04-18
GR02925,S0266,C006,G08,Midterm Exam,C006-EX,exam,73.5,100,2026-05-02
GR02926,S0266,C006,G08,Final Exam,C006-EXF,exam,79.3,100,2026-05-16
GR02927,S0267,C002,G03,Quiz 1,C002-QZ,quiz,83.3,100,2025-12-25
GR02928,S0267,C002,G03,Quiz 2,C002-QZ,quiz,88.1,100,2026-01-08
GR02929,S0267,C002,G03,Quiz 3,C002-QZ,quiz,67.6,100,2026-01-22
GR02930,S0267,C002,G03,Quiz 4,C002-QZ,quiz,70.8,100,2026-02-05
GR02931,S0267,C002,G03,Assignment 1,C002-AS,assignment,78.4,100,2026-02-19
GR02932,S0267,C002,G03,Assignment 2,C002-AS,assignment,40.8,100,2026-03-06
GR02933,S0267,C002,G03,Assignment 3,C002-AS,assignment,56.9,100,2026-03-20
GR02934,S0267,C002,G03,Practical 1,C002-PR,practical,84.3,100,2026-04-03
GR02935,S0267,C002,G03,Practical 2,C002-PR,practical,86.0,100,2026-04-17
GR02936,S0267,C002,G03,Midterm Exam,C002-EX,exam,73.7,100,2026-05-01
GR02937,S0267,C002,G03,Final Exam,C002-EXF,exam,54.4,100,2026-05-15
GR02938,S0268,C003,G05,Quiz 1,C003-QZ,quiz,75.4,100,2025-12-19
GR02939,S0268,C003,G05,Quiz 2,C003-QZ,quiz,90.1,100,2026-01-03
GR02940,S0268,C003,G05,Quiz 3,C003-QZ,quiz,58.2,100,2026-01-18
GR02941,S0268,C003,G05,Quiz 4,C003-QZ,quiz,57.4,100,2026-02-01
GR02942,S0268,C003,G05,Assignment 1,C003-AS,assignment,86.0,100,2026-02-16
GR02943,S0268,C003,G05,Assignment 2,C003-AS,assignment,60.6,100,2026-03-03
GR02944,S0268,C003,G05,Assignment 3,C003-AS,assignment,64.9,100,2026-03-17
GR02945,S0268,C003,G05,Practical 1,C003-PR,practical,62.0,100,2026-04-01
GR02946,S0268,C003,G05,Practical 2,C003-PR,practical,94.2,100,2026-04-16
GR02947,S0268,C003,G05,Midterm Exam,C003-EX,exam,87.9,100,2026-04-30
GR02948,S0268,C003,G05,Final Exam,C003-EXF,exam,75.2,100,2026-05-15
GR02949,S0269,C006,G08,Quiz 1,C006-QZ,quiz,81.9,100,2025-12-16
GR02950,S0269,C006,G08,Quiz 2,C006-QZ,quiz,100.0,100,2025-12-31
GR02951,S0269,C006,G08,Quiz 3,C006-QZ,quiz,78.3,100,2026-01-15
GR02952,S0269,C006,G08,Quiz 4,C006-QZ,quiz,60.7,100,2026-01-30
GR02953,S0269,C006,G08,Assignment 1,C006-AS,assignment,77.7,100,2026-02-14
GR02954,S0269,C006,G08,Assignment 2,C006-AS,assignment,80.3,100,2026-03-01
GR02955,S0269,C006,G08,Assignment 3,C006-AS,assignment,67.7,100,2026-03-16
GR02956,S0269,C006,G08,Practical 1,C006-PR,practical,69.9,100,2026-03-31
GR02957,S0269,C006,G08,Practical 2,C006-PR,practical,73.7,100,2026-04-15
GR02958,S0269,C006,G08,Midterm Exam,C006-EX,exam,56.2,100,2026-04-30
GR02959,S0269,C006,G08,Final Exam,C006-EXF,exam,81.5,100,2026-05-15
GR02960,S0270,C002,G04,Quiz 1,C002-QZ,quiz,83.1,100,2025-12-28
GR02961,S0270,C002,G04,Quiz 2,C002-QZ,quiz,83.7,100,2026-01-11
GR02962,S0270,C002,G04,Quiz 3,C002-QZ,quiz,93.4,100,2026-01-25
GR02963,S0270,C002,G04,Quiz 4,C002-QZ,quiz,65.2,100,2026-02-08
GR02964,S0270,C002,G04,Assignment 1,C002-AS,assignment,76.1,100,2026-02-22
GR02965,S0270,C002,G04,Assignment 2,C002-AS,assignment,75.6,100,2026-03-08
GR02966,S0270,C002,G04,Assignment 3,C002-AS,assignment,75.0,100,2026-03-21
GR02967,S0270,C002,G04,Practical 1,C002-PR,practical,84.3,100,2026-04-04
GR02968,S0270,C002,G04,Practical 2,C002-PR,practical,77.1,100,2026-04-18
GR02969,S0270,C002,G04,Midterm Exam,C002-EX,exam,85.3,100,2026-05-02
GR02970,S0270,C002,G04,Final Exam,C002-EXF,exam,80.5,100,2026-05-16
GR02971,S0271,C004,G06,Quiz 1,C004-QZ,quiz,59.9,100,2025-12-19
GR02972,S0271,C004,G06,Quiz 2,C004-QZ,quiz,58.9,100,2026-01-03
GR02973,S0271,C004,G06,Quiz 3,C004-QZ,quiz,61.6,100,2026-01-18
GR02974,S0271,C004,G06,Quiz 4,C004-QZ,quiz,68.7,100,2026-02-01
GR02975,S0271,C004,G06,Assignment 1,C004-AS,assignment,59.6,100,2026-02-16
GR02976,S0271,C004,G06,Assignment 2,C004-AS,assignment,50.9,100,2026-03-03
GR02977,S0271,C004,G06,Assignment 3,C004-AS,assignment,56.0,100,2026-03-17
GR02978,S0271,C004,G06,Practical 1,C004-PR,practical,60.5,100,2026-04-01
GR02979,S0271,C004,G06,Practical 2,C004-PR,practical,62.9,100,2026-04-16
GR02980,S0271,C004,G06,Midterm Exam,C004-EX,exam,41.9,100,2026-04-30
GR02981,S0271,C004,G06,Final Exam,C004-EXF,exam,81.4,100,2026-05-15
GR02982,S0272,C004,G06,Quiz 1,C004-QZ,quiz,60.6,100,2025-12-16
GR02983,S0272,C004,G06,Quiz 2,C004-QZ,quiz,81.6,100,2025-12-31
GR02984,S0272,C004,G06,Quiz 3,C004-QZ,quiz,82.9,100,2026-01-15
GR02985,S0272,C004,G06,Quiz 4,C004-QZ,quiz,65.4,100,2026-01-30
GR02986,S0272,C004,G06,Assignment 1,C004-AS,assignment,79.8,100,2026-02-14
GR02987,S0272,C004,G06,Assignment 2,C004-AS,assignment,58.0,100,2026-03-01
GR02988,S0272,C004,G06,Assignment 3,C004-AS,assignment,64.8,100,2026-03-16
GR02989,S0272,C004,G06,Practical 1,C004-PR,practical,73.5,100,2026-03-31
GR02990,S0272,C004,G06,Practical 2,C004-PR,practical,65.9,100,2026-04-15
GR02991,S0272,C004,G06,Midterm Exam,C004-EX,exam,78.4,100,2026-04-30
GR02992,S0272,C004,G06,Final Exam,C004-EXF,exam,64.4,100,2026-05-15
GR02993,S0273,C006,G08,Quiz 1,C006-QZ,quiz,55.6,100,2025-12-16
GR02994,S0273,C006,G08,Quiz 2,C006-QZ,quiz,52.1,100,2025-12-31
GR02995,S0273,C006,G08,Quiz 3,C006-QZ,quiz,68.5,100,2026-01-15
GR02996,S0273,C006,G08,Quiz 4,C006-QZ,quiz,56.1,100,2026-01-30
GR02997,S0273,C006,G08,Assignment 1,C006-AS,assignment,56.1,100,2026-02-14
GR02998,S0273,C006,G08,Assignment 2,C006-AS,assignment,46.7,100,2026-03-01
GR02999,S0273,C006,G08,Assignment 3,C006-AS,assignment,48.1,100,2026-03-16
GR03000,S0273,C006,G08,Practical 1,C006-PR,practical,68.0,100,2026-03-31
GR03001,S0273,C006,G08,Practical 2,C006-PR,practical,72.8,100,2026-04-15
GR03002,S0273,C006,G08,Midterm Exam,C006-EX,exam,68.5,100,2026-04-30
GR03003,S0273,C006,G08,Final Exam,C006-EXF,exam,54.3,100,2026-05-15
GR03004,S0274,C004,G06,Quiz 1,C004-QZ,quiz,84.8,100,2025-12-29
GR03005,S0274,C004,G06,Quiz 2,C004-QZ,quiz,61.2,100,2026-01-12
GR03006,S0274,C004,G06,Quiz 3,C004-QZ,quiz,81.2,100,2026-01-26
GR03007,S0274,C004,G06,Quiz 4,C004-QZ,quiz,78.3,100,2026-02-09
GR03008,S0274,C004,G06,Assignment 1,C004-AS,assignment,78.0,100,2026-02-22
GR03009,S0274,C004,G06,Assignment 2,C004-AS,assignment,66.0,100,2026-03-08
GR03010,S0274,C004,G06,Assignment 3,C004-AS,assignment,59.7,100,2026-03-22
GR03011,S0274,C004,G06,Practical 1,C004-PR,practical,74.7,100,2026-04-05
GR03012,S0274,C004,G06,Practical 2,C004-PR,practical,51.8,100,2026-04-18
GR03013,S0274,C004,G06,Midterm Exam,C004-EX,exam,75.1,100,2026-05-02
GR03014,S0274,C004,G06,Final Exam,C004-EXF,exam,80.6,100,2026-05-16
GR03015,S0275,C004,G06,Quiz 1,C004-QZ,quiz,74.9,100,2025-12-17
GR03016,S0275,C004,G06,Quiz 2,C004-QZ,quiz,78.9,100,2026-01-01
GR03017,S0275,C004,G06,Quiz 3,C004-QZ,quiz,81.5,100,2026-01-16
GR03018,S0275,C004,G06,Quiz 4,C004-QZ,quiz,85.0,100,2026-01-31
GR03019,S0275,C004,G06,Assignment 1,C004-AS,assignment,53.6,100,2026-02-15
GR03020,S0275,C004,G06,Assignment 2,C004-AS,assignment,73.8,100,2026-03-02
GR03021,S0275,C004,G06,Assignment 3,C004-AS,assignment,60.4,100,2026-03-16
GR03022,S0275,C004,G06,Practical 1,C004-PR,practical,83.6,100,2026-03-31
GR03023,S0275,C004,G06,Practical 2,C004-PR,practical,73.3,100,2026-04-15
GR03024,S0275,C004,G06,Midterm Exam,C004-EX,exam,83.9,100,2026-04-30
GR03025,S0275,C004,G06,Final Exam,C004-EXF,exam,72.6,100,2026-05-15
GR03026,S0276,C006,G08,Quiz 1,C006-QZ,quiz,70.2,100,2026-01-02
GR03027,S0276,C006,G08,Quiz 2,C006-QZ,quiz,82.5,100,2026-01-15
GR03028,S0276,C006,G08,Quiz 3,C006-QZ,quiz,66.8,100,2026-01-29
GR03029,S0276,C006,G08,Quiz 4,C006-QZ,quiz,76.0,100,2026-02-11
GR03030,S0276,C006,G08,Assignment 1,C006-AS,assignment,66.6,100,2026-02-25
GR03031,S0276,C006,G08,Assignment 2,C006-AS,assignment,74.0,100,2026-03-10
GR03032,S0276,C006,G08,Assignment 3,C006-AS,assignment,89.2,100,2026-03-23
GR03033,S0276,C006,G08,Practical 1,C006-PR,practical,70.2,100,2026-04-06
GR03034,S0276,C006,G08,Practical 2,C006-PR,practical,82.9,100,2026-04-19
GR03035,S0276,C006,G08,Midterm Exam,C006-EX,exam,69.6,100,2026-05-03
GR03036,S0276,C006,G08,Final Exam,C006-EXF,exam,78.7,100,2026-05-16
GR03037,S0277,C001,G02,Quiz 1,C001-QZ,quiz,67.3,100,2025-12-28
GR03038,S0277,C001,G02,Quiz 2,C001-QZ,quiz,66.4,100,2026-01-11
GR03039,S0277,C001,G02,Quiz 3,C001-QZ,quiz,78.1,100,2026-01-25
GR03040,S0277,C001,G02,Quiz 4,C001-QZ,quiz,74.7,100,2026-02-08
GR03041,S0277,C001,G02,Assignment 1,C001-AS,assignment,57.4,100,2026-02-22
GR03042,S0277,C001,G02,Assignment 2,C001-AS,assignment,50.6,100,2026-03-08
GR03043,S0277,C001,G02,Assignment 3,C001-AS,assignment,75.2,100,2026-03-21
GR03044,S0277,C001,G02,Practical 1,C001-PR,practical,79.7,100,2026-04-04
GR03045,S0277,C001,G02,Practical 2,C001-PR,practical,80.4,100,2026-04-18
GR03046,S0277,C001,G02,Midterm Exam,C001-EX,exam,67.1,100,2026-05-02
GR03047,S0277,C001,G02,Final Exam,C001-EXF,exam,84.2,100,2026-05-16
GR03048,S0278,C001,G01,Quiz 1,C001-QZ,quiz,65.4,100,2025-12-29
GR03049,S0278,C001,G01,Quiz 2,C001-QZ,quiz,82.5,100,2026-01-12
GR03050,S0278,C001,G01,Quiz 3,C001-QZ,quiz,68.3,100,2026-01-26
GR03051,S0278,C001,G01,Quiz 4,C001-QZ,quiz,66.7,100,2026-02-09
GR03052,S0278,C001,G01,Assignment 1,C001-AS,assignment,63.3,100,2026-02-22
GR03053,S0278,C001,G01,Assignment 2,C001-AS,assignment,63.3,100,2026-03-08
GR03054,S0278,C001,G01,Assignment 3,C001-AS,assignment,79.9,100,2026-03-22
GR03055,S0278,C001,G01,Practical 1,C001-PR,practical,79.7,100,2026-04-05
GR03056,S0278,C001,G01,Practical 2,C001-PR,practical,69.0,100,2026-04-18
GR03057,S0278,C001,G01,Midterm Exam,C001-EX,exam,86.4,100,2026-05-02
GR03058,S0278,C001,G01,Final Exam,C001-EXF,exam,68.7,100,2026-05-16
GR03059,S0279,C005,G07,Quiz 1,C005-QZ,quiz,67.0,100,2026-01-02
GR03060,S0279,C005,G07,Quiz 2,C005-QZ,quiz,75.5,100,2026-01-15
GR03061,S0279,C005,G07,Quiz 3,C005-QZ,quiz,65.1,100,2026-01-29
GR03062,S0279,C005,G07,Quiz 4,C005-QZ,quiz,67.6,100,2026-02-11
GR03063,S0279,C005,G07,Assignment 1,C005-AS,assignment,51.2,100,2026-02-25
GR03064,S0279,C005,G07,Assignment 2,C005-AS,assignment,41.9,100,2026-03-10
GR03065,S0279,C005,G07,Assignment 3,C005-AS,assignment,73.7,100,2026-03-23
GR03066,S0279,C005,G07,Practical 1,C005-PR,practical,75.4,100,2026-04-06
GR03067,S0279,C005,G07,Practical 2,C005-PR,practical,65.6,100,2026-04-19
GR03068,S0279,C005,G07,Midterm Exam,C005-EX,exam,68.8,100,2026-05-03
GR03069,S0279,C005,G07,Final Exam,C005-EXF,exam,79.1,100,2026-05-16
GR03070,S0280,C002,G04,Quiz 1,C002-QZ,quiz,71.0,100,2025-12-20
GR03071,S0280,C002,G04,Quiz 2,C002-QZ,quiz,100.0,100,2026-01-04
GR03072,S0280,C002,G04,Quiz 3,C002-QZ,quiz,75.1,100,2026-01-18
GR03073,S0280,C002,G04,Quiz 4,C002-QZ,quiz,82.8,100,2026-02-02
GR03074,S0280,C002,G04,Assignment 1,C002-AS,assignment,81.0,100,2026-02-16
GR03075,S0280,C002,G04,Assignment 2,C002-AS,assignment,81.5,100,2026-03-03
GR03076,S0280,C002,G04,Assignment 3,C002-AS,assignment,53.1,100,2026-03-18
GR03077,S0280,C002,G04,Practical 1,C002-PR,practical,72.6,100,2026-04-01
GR03078,S0280,C002,G04,Practical 2,C002-PR,practical,76.9,100,2026-04-16
GR03079,S0280,C002,G04,Midterm Exam,C002-EX,exam,80.7,100,2026-04-30
GR03080,S0280,C002,G04,Final Exam,C002-EXF,exam,90.3,100,2026-05-15
GR03081,S0281,C001,G02,Quiz 1,C001-QZ,quiz,73.4,100,2025-12-29
GR03082,S0281,C001,G02,Quiz 2,C001-QZ,quiz,66.4,100,2026-01-12
GR03083,S0281,C001,G02,Quiz 3,C001-QZ,quiz,65.2,100,2026-01-26
GR03084,S0281,C001,G02,Quiz 4,C001-QZ,quiz,65.0,100,2026-02-09
GR03085,S0281,C001,G02,Assignment 1,C001-AS,assignment,82.4,100,2026-02-22
